OPPORTUNITY_ID,ACCOUNT_NAME,LEAD_SOURCE_CAMPAIGN,STAGE,AMOUNT_USD,CREATED_DATE,CLOSE_DATE,BUSINESS_GROUP,REGION
OPP-ea74bb18,"Williams, Roberts and Edwards",CMP-101,Closed Won,223992.25,2021-05-16,2021-05-30,SIBG,LATAM
OPP-36760ce5,Douglas and Sons,CMP-101,Closed Won,201172.63,2021-05-18,2021-06-01,SIBG,LATAM
OPP-d86a6460,"Richardson, Farmer and Andrews",CMP-101,Closed Won,253750.45,2021-05-20,2021-06-01,SIBG,LATAM
OPP-8f9b72ae,"Austin, Day and Johnson",CMP-101,Negotiation,226424.39,2021-05-22,,SIBG,LATAM
OPP-b18753e6,Johnson-Nelson,CMP-101,Closed Won,225909.61,2021-05-17,2021-05-31,SIBG,LATAM
OPP-56febfb9,Smith-Kane,CMP-101,Closed Lost,223507.92,2021-05-16,2021-05-30,SIBG,LATAM
OPP-11d059b2,Figueroa Inc,CMP-101,Negotiation,242324.24,2021-05-19,,SIBG,LATAM
OPP-3712f2d1,Barnes-Peterson,CMP-101,Closed Won,196386.13,2021-05-23,2021-06-03,SIBG,LATAM
OPP-530ac1c7,"Carlson, Ware and Moore",CMP-101,Closed Won,211109.5,2021-05-21,2021-05-28,SIBG,LATAM
OPP-ac8936bc,Nelson Ltd,CMP-101,Closed Won,244038.01,2021-05-19,2021-05-27,SIBG,LATAM
OPP-7129cec7,Nelson-Fischer,CMP-101,Negotiation,215284.07,2021-05-19,,SIBG,LATAM
OPP-1c6345ab,Gregory-Watkins,CMP-101,Negotiation,224683.98,2021-05-21,,SIBG,LATAM
OPP-0ba078e8,Foster PLC,CMP-101,Negotiation,232628.26,2021-05-18,,SIBG,LATAM
OPP-4d29d1ab,Saunders LLC,CMP-101,Closed Won,217590.09,2021-05-24,2021-06-04,SIBG,LATAM
OPP-01fa964e,Burgess-Thompson,CMP-101,Closed Won,237848.31,2021-05-18,2021-05-26,SIBG,LATAM
OPP-3ae88926,"Hansen, Barnett and Gomez",CMP-101,Negotiation,229807.1,2021-05-22,,SIBG,LATAM
OPP-0ad45230,Smith-Morse,CMP-101,Closed Lost,230972.74,2021-05-22,2021-05-29,SIBG,LATAM
OPP-6de59332,"Sullivan, Bowman and Roberts",CMP-101,Closed Won,240787.02,2021-05-22,2021-06-01,SIBG,LATAM
OPP-532401fc,Solis PLC,CMP-101,Closed Won,256080.75,2021-05-21,2021-06-04,SIBG,LATAM
OPP-eb7607c9,Davis-Richard,CMP-101,Closed Won,233308.11,2021-05-24,2021-06-02,SIBG,LATAM
OPP-6683e107,"Miller, Harrell and Reese",CMP-101,Closed Won,213545.96,2021-05-20,2021-06-03,SIBG,LATAM
OPP-2b0abedd,Dixon Inc,CMP-101,Closed Won,242555.53,2021-05-20,2021-06-01,SIBG,LATAM
OPP-e7ea8d5a,Bell-Mullen,CMP-101,Closed Won,179537.08,2021-05-25,2021-06-02,SIBG,LATAM
OPP-3c7c1d85,Thomas and Sons,CMP-101,Closed Won,173094.2,2021-05-25,2021-06-03,SIBG,LATAM
OPP-c29d782b,"Jones, Bean and Burton",CMP-101,Closed Won,276076.15,2021-05-21,2021-05-31,SIBG,LATAM
OPP-c2874f06,"Cole, Glass and Cunningham",CMP-101,Closed Lost,215669.09,2021-05-26,2021-06-09,SIBG,LATAM
OPP-52bdc661,"Stewart, Gonzales and Harrison",CMP-101,Closed Lost,183928.0,2021-05-25,2021-06-03,SIBG,LATAM
OPP-46510367,"Brown, Romero and Collins",CMP-101,Closed Won,191731.37,2021-05-24,2021-06-05,SIBG,LATAM
OPP-5e659654,Jones-Lin,CMP-101,Closed Won,218919.62,2021-05-24,2021-06-06,SIBG,LATAM
OPP-98159d6c,"Cruz, Carpenter and Best",CMP-101,Closed Won,169200.57,2021-05-25,2021-06-06,SIBG,LATAM
OPP-7321bf6b,"Pearson, Morris and Alvarez",CMP-101,Closed Lost,177718.72,2021-05-27,2021-06-03,SIBG,LATAM
OPP-73557b9d,Shepherd LLC,CMP-101,Negotiation,226704.02,2021-05-28,,SIBG,LATAM
OPP-812a1f9b,"Thompson, Wright and Kim",CMP-101,Closed Won,236833.84,2021-05-23,2021-06-04,SIBG,LATAM
OPP-9c1c3517,Cox LLC,CMP-101,Negotiation,247813.49,2021-05-23,,SIBG,LATAM
OPP-569f3ab3,"Harper, Mccormick and Holland",CMP-101,Closed Won,284037.59,2021-05-25,2021-06-05,SIBG,LATAM
OPP-8ed6ad5e,"Hughes, King and York",CMP-101,Closed Won,237509.78,2021-05-28,2021-06-06,SIBG,LATAM
OPP-df8f4197,Cook PLC,CMP-101,Closed Won,214408.18,2021-05-26,2021-06-03,SIBG,LATAM
OPP-598ddaec,Ponce-Hale,CMP-101,Closed Lost,225422.72,2021-05-28,2021-06-06,SIBG,LATAM
OPP-b576255e,Collins Group,CMP-101,Closed Lost,240206.45,2021-05-26,2021-06-06,SIBG,LATAM
OPP-d02ce0c1,Santiago Ltd,CMP-101,Closed Won,215902.26,2021-05-29,2021-06-11,SIBG,LATAM
OPP-86c1b6cb,Lucas Group,CMP-101,Closed Won,222483.19,2021-05-26,2021-06-03,SIBG,LATAM
OPP-5cd33369,White-Lewis,CMP-101,Closed Lost,204109.17,2021-05-27,2021-06-09,SIBG,LATAM
OPP-31274148,Cooke and Sons,CMP-101,Closed Won,153081.48,2021-05-30,2021-06-11,SIBG,LATAM
OPP-c9c23e69,Romero PLC,CMP-101,Closed Won,180944.0,2021-05-31,2021-06-09,SIBG,LATAM
OPP-86cac6f4,Stanley PLC,CMP-101,Closed Lost,193730.37,2021-05-30,2021-06-07,SIBG,LATAM
OPP-277d1be9,White Ltd,CMP-101,Closed Won,166278.79,2021-05-30,2021-06-12,SIBG,LATAM
OPP-e7147668,Griffith Inc,CMP-101,Closed Won,248611.46,2021-05-30,2021-06-11,SIBG,LATAM
OPP-b836c448,Montes PLC,CMP-101,Closed Lost,221401.51,2021-05-26,2021-06-07,SIBG,LATAM
OPP-c8a723e9,Young-Allen,CMP-101,Closed Won,221036.78,2021-05-28,2021-06-06,SIBG,LATAM
OPP-78116802,Richardson PLC,CMP-101,Closed Won,227791.37,2021-05-27,2021-06-08,SIBG,LATAM
OPP-c4f9eccd,Strickland-Shaw,CMP-101,Closed Won,175498.78,2021-06-02,2021-06-16,SIBG,LATAM
OPP-d11fc8c0,Solis and Sons,CMP-101,Closed Lost,218514.36,2021-05-28,2021-06-07,SIBG,LATAM
OPP-a4244f23,Sawyer-Spencer,CMP-101,Closed Won,233075.18,2021-05-28,2021-06-06,SIBG,LATAM
OPP-8412a335,Mitchell and Sons,CMP-101,Closed Won,213598.04,2021-05-27,2021-06-07,SIBG,LATAM
OPP-836b15c7,Guerra Inc,CMP-101,Closed Lost,225574.92,2021-06-03,2021-06-11,SIBG,LATAM
OPP-d11376e0,Wilkerson-Arias,CMP-101,Closed Lost,166658.62,2021-06-01,2021-06-08,SIBG,LATAM
OPP-808389c8,Young-Vang,CMP-101,Closed Lost,216645.4,2021-06-02,2021-06-14,SIBG,LATAM
OPP-519554e3,Combs Ltd,CMP-101,Closed Won,215867.78,2021-06-03,2021-06-12,SIBG,LATAM
OPP-2339ba19,Mitchell Group,CMP-101,Closed Lost,214794.99,2021-06-01,2021-06-14,SIBG,LATAM
OPP-c24369e7,"Harrison, Gilbert and Bullock",CMP-101,Closed Won,243666.31,2021-05-30,2021-06-08,SIBG,LATAM
OPP-d5c0244d,Dunn Ltd,CMP-101,Closed Won,239289.43,2021-05-30,2021-06-08,SIBG,LATAM
OPP-1c76bdf6,Young-Martinez,CMP-101,Closed Won,277709.1,2021-06-03,2021-06-17,SIBG,LATAM
OPP-cb3cf8ca,"Bryant, Rodriguez and Stein",CMP-101,Closed Lost,169999.97,2021-05-30,2021-06-12,SIBG,LATAM
OPP-a1c7cc8a,"Andrews, Higgins and Carter",CMP-101,Closed Lost,231519.18,2021-06-01,2021-06-11,SIBG,LATAM
OPP-3d959e3f,"Butler, Beck and Miller",CMP-101,Closed Lost,211778.64,2021-06-02,2021-06-13,SIBG,LATAM
OPP-f4124360,"Stephens, Hartman and Romero",CMP-101,Closed Lost,197659.83,2021-06-05,2021-06-19,SIBG,LATAM
OPP-785ac5d0,Reid LLC,CMP-101,Closed Lost,205793.4,2021-05-31,2021-06-10,SIBG,LATAM
OPP-5b6a8102,Cooper Ltd,CMP-101,Closed Won,166864.53,2021-06-01,2021-06-15,SIBG,LATAM
OPP-c5811d2d,"Moss, Cook and Williams",CMP-101,Closed Lost,237436.4,2021-06-06,2021-06-16,SIBG,LATAM
OPP-a48e40f1,Greer Ltd,CMP-101,Negotiation,260751.05,2021-06-02,,SIBG,LATAM
OPP-7a8104de,"White, Taylor and Baldwin",CMP-101,Negotiation,278842.48,2021-06-03,,SIBG,LATAM
OPP-4b1f0d7b,Williams and Sons,CMP-101,Closed Won,204530.53,2021-06-07,2021-06-20,SIBG,LATAM
OPP-eef16694,Robertson-Hays,CMP-101,Closed Won,188789.55,2021-06-05,2021-06-18,SIBG,LATAM
OPP-095ffa81,"Lee, Kelly and Norman",CMP-101,Closed Won,198238.85,2021-06-02,2021-06-12,SIBG,LATAM
OPP-45f18619,Lloyd Group,CMP-101,Closed Won,195899.81,2021-06-07,2021-06-16,SIBG,LATAM
OPP-7092947d,Morgan-Lopez,CMP-101,Negotiation,195908.73,2021-06-07,,SIBG,LATAM
OPP-ec9f9c54,"Adams, Miller and Coleman",CMP-101,Closed Lost,169668.2,2021-06-01,2021-06-15,SIBG,LATAM
OPP-d284f54e,Gardner LLC,CMP-101,Closed Won,241437.31,2021-06-08,2021-06-20,SIBG,LATAM
OPP-a9320094,Parker-Morrison,CMP-101,Closed Lost,228041.04,2021-06-06,2021-06-14,SIBG,LATAM
OPP-71a3fad2,West-Acosta,CMP-101,Closed Lost,226969.32,2021-06-07,2021-06-15,SIBG,LATAM
OPP-ff86cc31,Hill-Whitney,CMP-101,Closed Won,216190.3,2021-06-04,2021-06-12,SIBG,LATAM
OPP-abd2b512,"Sullivan, Palmer and Brady",CMP-101,Closed Won,212334.42,2021-06-08,2021-06-17,SIBG,LATAM
OPP-248d31ec,"Gregory, Kim and Martinez",CMP-101,Closed Lost,221092.44,2021-06-05,2021-06-19,SIBG,LATAM
OPP-5dc7b3e6,Reyes-Bradley,CMP-101,Closed Won,211823.8,2021-06-07,2021-06-16,SIBG,LATAM
OPP-732e2016,Watson-Hines,CMP-101,Closed Won,197845.48,2021-06-09,2021-06-22,SIBG,LATAM
OPP-5df06e8c,Edwards-Ramirez,CMP-101,Closed Lost,239699.68,2021-06-03,2021-06-13,SIBG,LATAM
OPP-bc55300b,Porter Group,CMP-101,Closed Lost,237608.95,2021-06-10,2021-06-24,SIBG,LATAM
OPP-4303cbc1,Padilla-Lewis,CMP-101,Closed Lost,220365.63,2021-06-06,2021-06-13,SIBG,LATAM
OPP-ea9e5c8d,Gonzalez-Taylor,CMP-101,Closed Won,219387.07,2021-06-07,2021-06-14,SIBG,LATAM
OPP-e60fd420,"Wallace, Miller and Fleming",CMP-101,Negotiation,171492.23,2021-06-07,,SIBG,LATAM
OPP-aaf78c67,Mckinney-Pierce,CMP-101,Closed Lost,186755.31,2021-06-06,2021-06-19,SIBG,LATAM
OPP-d9f2dd0d,Joseph Ltd,CMP-101,Closed Won,171613.3,2021-06-05,2021-06-17,SIBG,LATAM
OPP-5c8ac066,"Walker, Galloway and Conner",CMP-101,Closed Won,194852.9,2021-06-06,2021-06-13,SIBG,LATAM
OPP-06ba8cd3,Spencer-Wood,CMP-101,Closed Won,214881.04,2021-06-07,2021-06-15,SIBG,LATAM
OPP-2138afe0,"Henson, Jones and Sanders",CMP-101,Closed Won,192290.62,2021-06-11,2021-06-23,SIBG,LATAM
OPP-8693fd9d,Hammond-Morrow,CMP-101,Closed Won,229889.28,2021-06-12,2021-06-21,SIBG,LATAM
OPP-5128b9b1,"Jones, Owens and Holmes",CMP-101,Closed Won,237998.49,2021-06-07,2021-06-14,SIBG,LATAM
OPP-c7bf4fbc,"Bowman, White and Burch",CMP-101,Closed Won,281105.98,2021-06-08,2021-06-22,SIBG,LATAM
OPP-de431e06,Guerra PLC,CMP-101,Closed Won,186120.44,2021-06-12,2021-06-21,SIBG,LATAM
OPP-2976aab2,Donovan-Perez,CMP-101,Closed Lost,192975.28,2021-06-13,2021-06-27,SIBG,LATAM
OPP-e519dd7e,Singleton-King,CMP-101,Closed Won,240275.94,2021-06-10,2021-06-17,SIBG,LATAM
OPP-46426c45,Weber PLC,CMP-101,Closed Lost,206433.64,2021-06-07,2021-06-14,SIBG,LATAM
OPP-a417c093,Vargas PLC,CMP-101,Closed Won,216436.54,2021-06-10,2021-06-20,SIBG,LATAM
OPP-9fddde2e,"Winters, Morgan and Bradshaw",CMP-101,Closed Won,187200.92,2021-06-14,2021-06-23,SIBG,LATAM
OPP-07437c3b,Williams Ltd,CMP-101,Closed Won,238813.87,2021-06-12,2021-06-25,SIBG,LATAM
OPP-a6b07458,Wang Group,CMP-101,Closed Won,190440.83,2021-06-09,2021-06-20,SIBG,LATAM
OPP-7f7f6c0a,"Gardner, May and Turner",CMP-101,Closed Won,214655.44,2021-06-10,2021-06-21,SIBG,LATAM
OPP-af5b8f47,Evans-Jones,CMP-101,Closed Won,227941.24,2021-06-09,2021-06-16,SIBG,LATAM
OPP-6a662fce,Marshall-Peterson,CMP-101,Closed Won,210226.23,2021-06-10,2021-06-23,SIBG,LATAM
OPP-b7e6a14c,Gross-Valencia,CMP-101,Closed Won,237610.81,2021-06-14,2021-06-28,SIBG,LATAM
OPP-c2baf0e0,Robertson-Rodriguez,CMP-101,Closed Lost,233760.57,2021-06-10,2021-06-18,SIBG,LATAM
OPP-44790612,Wright-Davis,CMP-101,Closed Won,234153.07,2021-06-16,2021-06-30,SIBG,LATAM
OPP-dd39d793,"Barnes, Estes and Barrera",CMP-101,Closed Won,200409.16,2021-06-14,2021-06-21,SIBG,LATAM
OPP-93e34c35,"Edwards, Hines and Jimenez",CMP-101,Negotiation,272414.59,2021-06-15,,SIBG,LATAM
OPP-e10b1a47,Jimenez-Davis,CMP-101,Closed Won,227908.12,2021-06-16,2021-06-25,SIBG,LATAM
OPP-f778c676,Lewis LLC,CMP-101,Closed Won,206437.35,2021-06-13,2021-06-26,SIBG,LATAM
OPP-7eb162f1,"Khan, Pena and Ruiz",CMP-101,Negotiation,235212.71,2021-06-11,,SIBG,LATAM
OPP-1b84edc3,Anderson-Baker,CMP-101,Closed Won,210971.45,2021-06-12,2021-06-25,SIBG,LATAM
OPP-5dae1201,Morales PLC,CMP-101,Closed Won,197252.67,2021-06-12,2021-06-20,SIBG,LATAM
OPP-8da00495,Jones-Gordon,CMP-101,Closed Won,239638.92,2021-06-16,2021-06-28,SIBG,LATAM
OPP-d3479a3b,"Becker, Wilson and Hester",CMP-101,Closed Won,195316.1,2021-06-12,2021-06-19,SIBG,LATAM
OPP-fc9e1dcb,Grant-Diaz,CMP-101,Closed Won,183738.81,2021-06-15,2021-06-29,SIBG,LATAM
OPP-8255da61,Porter-Williams,CMP-101,Closed Lost,249570.02,2021-06-12,2021-06-25,SIBG,LATAM
OPP-cdd0b4d4,Stone-Hernandez,CMP-101,Closed Won,191811.45,2021-06-14,2021-06-25,SIBG,LATAM
OPP-53f591dc,"Flores, Long and Jensen",CMP-101,Closed Lost,214403.5,2021-06-18,2021-06-25,SIBG,LATAM
OPP-561c9210,"Clayton, Patel and Erickson",CMP-101,Closed Won,238287.61,2021-06-15,2021-06-23,SIBG,LATAM
OPP-044251db,Rivera-Rodriguez,CMP-101,Closed Won,188984.06,2021-06-15,2021-06-25,SIBG,LATAM
OPP-cbf81f86,"Wiggins, Soto and Carlson",CMP-101,Closed Won,198231.51,2021-06-18,2021-06-26,SIBG,LATAM
OPP-c86c6544,"Lane, Griffith and Silva",CMP-101,Negotiation,213450.4,2021-06-19,,SIBG,LATAM
OPP-b89f7039,"Hampton, James and Underwood",CMP-101,Closed Won,212371.93,2021-06-14,2021-06-21,SIBG,LATAM
OPP-f2bd92f2,"Rodriguez, Smith and Edwards",CMP-101,Closed Won,250523.02,2021-06-16,2021-06-28,SIBG,LATAM
OPP-34323ec6,Shaw-Carr,CMP-101,Negotiation,191716.29,2021-06-20,,SIBG,LATAM
OPP-bc5fd4dd,"Brown, Taylor and Clark",CMP-101,Closed Lost,233856.32,2021-06-20,2021-07-04,SIBG,LATAM
OPP-7a768555,"Bennett, Frye and Stevens",CMP-101,Closed Won,206070.46,2021-06-19,2021-07-03,SIBG,LATAM
OPP-5ab28d4a,"Ingram, Le and Schneider",CMP-101,Closed Lost,222907.78,2021-06-20,2021-06-29,SIBG,LATAM
OPP-7bf33a34,Bernard LLC,CMP-101,Closed Won,206690.37,2021-06-21,2021-06-30,SIBG,LATAM
OPP-f1053252,Wise-Bush,CMP-101,Closed Won,180596.9,2021-06-15,2021-06-29,SIBG,LATAM
OPP-5129950d,Bailey-Peck,CMP-101,Closed Won,202686.91,2021-06-15,2021-06-26,SIBG,LATAM
OPP-49ac9087,Berry PLC,CMP-101,Closed Won,169904.03,2021-06-16,2021-06-23,SIBG,LATAM
OPP-65001423,Blevins-Ballard,CMP-101,Closed Won,215130.89,2021-06-21,2021-07-01,SIBG,LATAM
OPP-f48f709c,"Miller, Bradshaw and Douglas",CMP-101,Closed Won,180904.16,2021-06-16,2021-06-28,SIBG,LATAM
OPP-33baba88,"Nelson, Hoffman and Nelson",CMP-101,Closed Won,209849.64,2021-06-18,2021-07-01,SIBG,LATAM
OPP-963a8617,Sanchez Ltd,CMP-101,Closed Won,220556.9,2021-06-22,2021-07-06,SIBG,LATAM
OPP-a35055e4,Williams Group,CMP-101,Closed Won,200551.65,2021-06-18,2021-06-25,SIBG,LATAM
OPP-19bd4f93,"Townsend, Smith and Pierce",CMP-101,Closed Won,229207.07,2021-06-23,2021-07-03,SIBG,LATAM
OPP-a723fb72,Woods-Gonzalez,CMP-101,Closed Won,247226.53,2021-06-19,2021-07-01,SIBG,LATAM
OPP-4910fade,"Brown, Mack and Pearson",CMP-101,Closed Won,235273.57,2021-06-23,2021-06-30,SIBG,LATAM
OPP-b91e3d6e,Gentry and Sons,CMP-101,Closed Won,221460.63,2021-06-23,2021-07-05,SIBG,LATAM
OPP-2d007d05,Osborn Group,CMP-101,Closed Won,208003.24,2021-06-19,2021-06-27,SIBG,LATAM
OPP-efc59738,"Hayden, Howe and Mcdowell",CMP-101,Closed Lost,270867.69,2021-06-24,2021-07-06,SIBG,LATAM
OPP-9a4ffc0c,Hebert LLC,CMP-101,Closed Won,244352.1,2021-06-21,2021-07-04,SIBG,LATAM
OPP-a42d0cd7,"Warren, Small and Anderson",CMP-101,Closed Won,225738.85,2021-06-23,2021-07-07,SIBG,LATAM
OPP-315c167a,Rivera Ltd,CMP-101,Closed Lost,207321.63,2021-06-21,2021-07-03,SIBG,LATAM
OPP-b7f60cdf,Smith LLC,CMP-101,Closed Won,242429.04,2021-06-20,2021-07-04,SIBG,LATAM
OPP-aca58d95,Thompson Ltd,CMP-101,Closed Won,235437.15,2021-06-24,2021-07-08,SIBG,LATAM
OPP-6d7df5d0,"Murphy, Morales and Davis",CMP-101,Closed Won,220377.31,2021-06-21,2021-07-02,SIBG,LATAM
OPP-52d78f10,Smith Group,CMP-101,Closed Won,204650.71,2021-06-26,2021-07-04,SIBG,LATAM
OPP-4459bd6e,Turner-Sharp,CMP-101,Closed Lost,181011.93,2021-06-25,2021-07-08,SIBG,LATAM
OPP-5c0b9b10,"Young, Contreras and Marshall",CMP-101,Closed Won,225166.37,2021-06-20,2021-07-03,SIBG,LATAM
OPP-80a52e65,"Carrillo, Vaughn and Fowler",CMP-101,Closed Won,188185.25,2021-06-24,2021-07-03,SIBG,LATAM
OPP-9d5817e8,Robinson and Sons,CMP-101,Closed Won,168143.51,2021-06-24,2021-07-05,SIBG,LATAM
OPP-bf6b8cdf,"Brooks, Miles and Durham",CMP-101,Closed Won,200495.97,2021-06-22,2021-06-30,SIBG,LATAM
OPP-aa0217d0,Gill Ltd,CMP-101,Closed Lost,234148.05,2021-06-21,2021-07-03,SIBG,LATAM
OPP-c9912032,Fox PLC,CMP-101,Closed Won,192411.88,2021-06-26,2021-07-07,SIBG,LATAM
OPP-ead08c89,"Rodriguez, Poole and Leach",CMP-101,Closed Won,228424.0,2021-06-23,2021-07-07,SIBG,LATAM
OPP-265cb9d9,Murphy PLC,CMP-101,Closed Won,231420.22,2021-06-25,2021-07-08,SIBG,LATAM
OPP-3495311e,"Aguilar, Davis and Dixon",CMP-101,Closed Won,218253.77,2021-06-23,2021-07-07,SIBG,LATAM
OPP-21c71aa3,"Perry, Elliott and Hansen",CMP-101,Closed Won,250551.19,2021-06-24,2021-07-08,SIBG,LATAM
OPP-b928e23f,Foster Inc,CMP-101,Closed Won,199519.45,2021-06-22,2021-07-04,SIBG,LATAM
OPP-12b2102d,Henderson Ltd,CMP-101,Closed Lost,194421.18,2021-06-26,2021-07-09,SIBG,LATAM
OPP-0f6ce9bf,Andersen Group,CMP-101,Closed Won,204606.58,2021-06-24,2021-07-01,SIBG,LATAM
OPP-2e13418d,Cannon Ltd,CMP-102,Closed Won,153961.77,2021-07-27,2021-08-20,SIBG,EMEA
OPP-5fdcabbf,West-Stark,CMP-102,Closed Won,151931.8,2021-08-05,2021-08-25,SIBG,EMEA
OPP-aec76a82,"Baxter, Anderson and Dalton",CMP-102,Closed Won,177469.89,2021-08-01,2021-08-23,SIBG,EMEA
OPP-8989c5ab,Rice-Luna,CMP-102,Closed Won,159366.76,2021-08-08,2021-09-01,SIBG,EMEA
OPP-c194f97f,Good Group,CMP-102,Negotiation,172450.31,2021-07-30,,SIBG,EMEA
OPP-6c93a791,"Gray, Hall and Murray",CMP-102,Negotiation,221784.29,2021-07-31,,SIBG,EMEA
OPP-effa2002,"Cannon, Johnson and Keller",CMP-102,Closed Lost,319259.72,2021-08-08,2021-09-01,SIBG,EMEA
OPP-e23ddfaa,Allen Inc,CMP-102,Closed Lost,251044.69,2021-08-07,2021-08-21,SIBG,EMEA
OPP-7249f62c,"Powers, Brennan and Sanchez",CMP-102,Closed Lost,277356.66,2021-08-03,2021-08-18,SIBG,EMEA
OPP-3bfda8a6,"Robinson, Shields and Brown",CMP-102,Closed Won,230387.24,2021-08-05,2021-08-31,SIBG,EMEA
OPP-3bf2025f,"Johnston, Ray and Barton",CMP-102,Closed Won,220101.81,2021-08-13,2021-09-01,SIBG,EMEA
OPP-4d406f1b,Odom PLC,CMP-102,Closed Won,123894.95,2021-08-09,2021-08-29,SIBG,EMEA
OPP-46707cd6,Hawkins PLC,CMP-102,Closed Won,103462.87,2021-08-13,2021-08-27,SIBG,EMEA
OPP-2cd58759,"Shelton, Peters and Williams",CMP-102,Closed Won,148737.48,2021-08-14,2021-08-30,SIBG,EMEA
OPP-abdd1a8f,Floyd-Flores,CMP-102,Closed Won,185699.92,2021-08-15,2021-09-05,SIBG,EMEA
OPP-4cc57e0d,White-Medina,CMP-102,Closed Won,300520.75,2021-08-11,2021-08-30,SIBG,EMEA
OPP-4cfd0fc1,"Thomas, Ford and Brown",CMP-102,Closed Won,258419.06,2021-08-14,2021-09-09,SIBG,EMEA
OPP-8eaa5841,"Anderson, Sanchez and Harris",CMP-102,Closed Lost,286960.41,2021-08-09,2021-09-01,SIBG,EMEA
OPP-73253aa3,Davis-Hardy,CMP-102,Closed Won,223667.86,2021-08-11,2021-09-02,SIBG,EMEA
OPP-608e149e,"Jacobs, Williams and Jones",CMP-102,Closed Lost,316685.88,2021-08-15,2021-09-04,SIBG,EMEA
OPP-b96c1163,"Hansen, Mendoza and Booth",CMP-102,Closed Lost,260569.04,2021-08-16,2021-09-09,SIBG,EMEA
OPP-e8b3d763,Lewis and Sons,CMP-102,Closed Won,294365.47,2021-08-16,2021-09-02,SIBG,EMEA
OPP-bf337a15,Rocha-Dominguez,CMP-102,Closed Lost,182674.33,2021-08-14,2021-08-28,SIBG,EMEA
OPP-ea45ba41,Arnold LLC,CMP-102,Closed Lost,123216.87,2021-08-24,2021-09-09,SIBG,EMEA
OPP-a6129a1c,Parker-Ward,CMP-102,Closed Won,221319.09,2021-08-21,2021-09-12,SIBG,EMEA
OPP-193e638d,"Harrison, Franco and Rocha",CMP-102,Closed Won,234377.99,2021-08-21,2021-09-18,SIBG,EMEA
OPP-0bb401e7,"Shields, Figueroa and Smith",CMP-102,Closed Lost,161120.78,2021-08-24,2021-09-08,SIBG,EMEA
OPP-9442b5e6,"Butler, Hernandez and Rivera",CMP-102,Closed Won,112235.94,2021-08-20,2021-09-15,SIBG,EMEA
OPP-3ee82983,Pierce-Harding,CMP-102,Closed Won,258455.35,2021-08-21,2021-09-15,SIBG,EMEA
OPP-d253d966,Levy-May,CMP-102,Closed Won,250272.62,2021-08-25,2021-09-11,SIBG,EMEA
OPP-bb96f602,Jackson-Cortez,CMP-102,Closed Lost,127732.64,2021-08-27,2021-09-14,SIBG,EMEA
OPP-e3ad64d4,"Mooney, Bernard and Warren",CMP-102,Closed Won,137118.33,2021-08-30,2021-09-27,SIBG,EMEA
OPP-f1f7d904,"Williams, Smith and Taylor",CMP-102,Closed Won,186325.11,2021-08-26,2021-09-12,SIBG,EMEA
OPP-b509109b,Smith PLC,CMP-102,Closed Lost,129992.14,2021-08-21,2021-09-06,SIBG,EMEA
OPP-9e2a7324,"Estrada, Jensen and Webb",CMP-102,Closed Won,190739.18,2021-08-21,2021-09-11,SIBG,EMEA
OPP-883f13c6,"Jenkins, Smith and Bowen",CMP-102,Closed Won,267658.86,2021-08-23,2021-09-20,SIBG,EMEA
OPP-0463750e,"Li, Craig and Drake",CMP-102,Negotiation,203466.36,2021-09-02,,SIBG,EMEA
OPP-eb053fc4,Warren and Sons,CMP-102,Closed Lost,247746.47,2021-08-24,2021-09-19,SIBG,EMEA
OPP-409e7a80,Adams-Sanders,CMP-102,Closed Won,229862.09,2021-09-03,2021-09-30,SIBG,EMEA
OPP-7580e050,"Sanchez, Terry and Evans",CMP-102,Closed Lost,248376.41,2021-08-30,2021-09-23,SIBG,EMEA
OPP-a75b395a,"Malone, Davis and Gray",CMP-102,Closed Won,212577.05,2021-08-31,2021-09-25,SIBG,EMEA
OPP-a301ec03,Warner Inc,CMP-102,Closed Lost,218434.19,2021-08-27,2021-09-18,SIBG,EMEA
OPP-a518a418,Knight-Hodge,CMP-102,Closed Won,252132.21,2021-09-04,2021-09-22,SIBG,EMEA
OPP-eb4d8f42,Hall Ltd,CMP-102,Closed Lost,134471.99,2021-09-01,2021-09-28,SIBG,EMEA
OPP-45667c48,Glass Ltd,CMP-102,Closed Won,161270.73,2021-08-30,2021-09-24,SIBG,EMEA
OPP-8b040f53,"Barrett, White and Jefferson",CMP-102,Closed Lost,359533.66,2021-09-09,2021-10-07,SIBG,EMEA
OPP-9647ff9f,Goodwin Ltd,CMP-102,Closed Won,204960.94,2021-09-10,2021-10-04,SIBG,EMEA
OPP-13b22cec,Martin-Allen,CMP-102,Closed Won,134685.52,2021-09-02,2021-09-28,SIBG,EMEA
OPP-ad5229dd,"Rivera, Campos and Taylor",CMP-102,Closed Won,185756.96,2021-09-05,2021-09-27,SIBG,EMEA
OPP-1413d64d,"Mcgee, Reed and Davis",CMP-102,Closed Won,135170.76,2021-09-04,2021-09-19,SIBG,EMEA
OPP-57311609,"Mack, Friedman and Sanders",CMP-102,Closed Lost,181638.25,2021-09-04,2021-09-30,SIBG,EMEA
OPP-a255e1bb,Bowers-Hayes,CMP-102,Closed Lost,265513.88,2021-09-04,2021-09-21,SIBG,EMEA
OPP-f0eebcce,Reynolds-Frazier,CMP-102,Closed Won,269212.41,2021-09-10,2021-09-24,SIBG,EMEA
